證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","7,666,763","604,180,835","78.65","79.05","78.35","79.05","+1.35","3,677"
"0051","元大中型100","12,000","369,900","30.90","30.90","30.80","30.83","+0.28","6"
"0052","富邦科技","106,100","5,431,509","50.90","51.20","50.90","51.20","+1.00","11"
"0053","元大電子","11,000","359,790","32.75","32.90","32.50","32.90","+0.74","7"
"0054","元大台商50","12,000","253,160","21.08","21.10","21.08","21.10","+0.30","4"
"0055","元大MSCI金融","207,603","3,745,902","17.98","18.10","17.98","18.10","+0.19","63"
"0056","元大高股息","4,686,447","121,479,396","25.90","25.99","25.87","25.99","+0.30","2,291"
"0057","富邦摩台","24,000","1,193,640","49.48","49.80","49.48","49.77","+0.85","5"
"0058","富邦發達","22,000","990,610","44.91","45.04","44.90","45.04","+0.31","5"
"0059","富邦金融","28,000","1,296,840","46.21","46.35","46.17","46.35","+0.71","5"
"0061","元大寶滬深","1,177,823","20,110,081","17.06","17.12","16.99","17.06","+0.07","243"
"006203","元大MSCI台灣","1,000","36,790","36.79","36.79","36.79","36.79","+0.76","1"
"006204","永豐臺灣加權","4,000","208,000","51.85","52.05","51.85","52.05","+0.50","2"
"006205","富邦上証","1,870,479","56,130,205","29.99","30.09","29.80","30.06","+0.22","216"
"006206","元大上證50","609,482","19,044,213","31.22","31.45","31.04","31.33","+0.29","156"
"006207","FH滬深","266,200","5,917,932","22.16","22.36","22.11","22.36","+0.22","85"
"006208","富邦台50","143,152","6,431,479","44.98","45.14","44.73","45.14","+0.88","128"
"00625K","富邦上証+R","55,000","367,300","6.66","6.68","6.66","6.68","+0.04","3"
"00631L","元大台灣50正2","3,115,281","114,849,645","36.63","37.10","36.40","37.10","+1.25","1,032"
"00632R","元大台灣50反1","115,252,110","1,392,188,241","12.14","12.19","12.05","12.05","-0.21","6,458"
"00633L","富邦上証正2","41,033,300","1,696,589,134","41.06","41.80","40.55","41.56","+1.17","6,778"
"00634R","富邦上証反1","4,404,000","29,060,500","6.61","6.68","6.57","6.59","-0.09","404"
"00635U","元大S&P黃金","1,056,506","20,629,507","19.56","19.58","19.49","19.50","-0.06","305"
"00636","國泰中國A50","3,004,730","62,062,274","20.56","20.73","20.43","20.72","+0.32","742"
"00636K","國泰中國A50+U","100","656","6.56","6.56","6.56","6.56","+0.11","1"
"00637L","元大滬深300正2","236,622,547","3,730,003,272","15.67","15.96","15.49","15.90","+0.50","19,444"
"00638R","元大滬深300反1","3,668,000","49,077,470","13.39","13.48","13.34","13.34","-0.19","581"
"00639","富邦深100","1,641,840","15,801,479","9.61","9.67","9.56","9.64","+0.06","208"
"00640L","富邦日本正2","704,000","12,830,640","18.14","18.40","18.13","18.38","+0.60","181"
"00641R","富邦日本反1","457,000","7,061,330","15.50","15.50","15.37","15.38","-0.26","116"
"00642U","元大S&P石油","5,069,805","81,725,799","16.09","16.19","16.07","16.19","+0.75","1,373"
"00643","群益深証中小","743,831","8,192,984","11.00","11.09","10.91","11.09","+0.13","199"
"00643K","群益深証中小+R","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00645","富邦日本","91,665","1,830,699","19.92","20.07","19.91","20.04","+0.33","25"
"00646","元大S&P500","310,869","8,518,705","27.35","27.47","27.33","27.42","+0.57","152"
"00647L","元大S&P500正2","92,072","3,210,652","34.83","35.01","34.80","35.01","+1.41","60"
"00648R","元大S&P500反1","2,028,000","25,563,580","12.60","12.64","12.57","12.57","-0.26","285"
"00649","FH香港","106,000","2,234,130","20.80","21.19","20.80","21.13","+0.51","24"
"00650L","FH香港正2","235,000","6,939,630","29.02","29.99","29.01","29.91","+1.41","62"
"00651R","FH香港反1","970,000","8,253,730","8.62","8.62","8.43","8.48","-0.14","172"
"00652","富邦印度","98,255","2,486,487","25.45","25.45","25.19","25.30","-0.25","48"
"00653L","富邦印度正2","94,000","3,016,320","32.03","32.26","31.96","32.21","-0.15","56"
"00654R","富邦印度反1","160,000","2,170,230","13.56","13.63","13.52","13.56","-0.04","27"
"00655L","國泰中國A50正2","14,902,000","439,025,280","29.30","29.80","28.87","29.68","+0.89","3,235"
"00656R","國泰中國A50反1","1,676,000","20,348,940","12.19","12.25","12.07","12.11","-0.15","276"
"00657","國泰日經225","6,000","156,500","26.05","26.14","26.05","26.11","+0.40","6"
"00657K","國泰日經225+U","100","830","8.30","8.30","8.30","8.30","+0.13","1"
"00658L","國泰日本正2","53,000","1,658,270","31.25","31.48","31.21","31.38","+0.92","24"
"00659R","國泰日本反1","37,000","470,090","12.72","12.72","12.68","12.70","-0.17","17"
"00660","元大歐洲50","1,000","24,800","24.80","24.80","24.80","24.80","+0.28","1"
"00661","元大日經225","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00662","富邦NASDAQ","208,328","6,607,733","31.62","31.82","31.62","31.82","+0.90","54"
"00663L","國泰臺灣加權正2","121,000","4,117,850","33.80","34.20","33.61","34.20","+1.24","62"
"00664R","國泰臺灣加權反1","4,690,000","64,422,020","13.74","13.81","13.67","13.68","-0.23","364"
"00665L","富邦恒生國企正2","268,000","6,935,680","25.30","26.07","25.29","25.92","+0.96","68"
"00666R","富邦恒生國企反1","195,000","2,737,540","13.82","14.13","13.82","13.90","-0.33","29"
"00668","國泰美國道瓊","128,000","3,699,410","28.94","28.95","28.85","28.94","+0.58","60"
"00668K","國泰美國道瓊+U","100","917","9.17","9.17","9.17","9.17","+0.19","1"
"00669R","國泰美國道瓊反1","3,072,000","39,107,610","12.74","12.75","12.71","12.74","-0.26","447"
"00670L","富邦NASDAQ正2","606,000","20,143,770","33.20","33.34","33.12","33.33","+1.89","303"
"00671R","富邦NASDAQ反1","1,930,000","25,151,160","13.06","13.06","13.01","13.03","-0.40","349"
"00672L","元大S&P原油正2","73,680,602","1,082,894,400","14.65","14.80","14.59","14.80","+1.35","10,392"
"00673R","元大S&P原油反1","7,388,021","119,186,456","16.08","16.21","16.08","16.08","-0.84","876"
"00674R","元大S&P黃金反1","77,000","1,457,950","18.86","19.00","18.86","18.97","+0.05","20"
"00675L","富邦臺灣加權正2","573,000","8,395,580","14.63","14.76","14.52","14.76","+0.44","123"
"00676R","富邦臺灣加權反1","1,497,000","11,103,540","7.43","7.46","7.39","7.40","-0.11","225"
"00677U","富邦VIX","76,978,866","414,434,098","5.39","5.40","5.37","5.38","-0.09","6,313"
"00678","群益NBI生技","315,533","6,827,174","21.53","21.65","21.53","21.63","+0.13","34"
"00680L","元大美債20正2","96,000","2,147,370","22.44","22.45","22.35","22.35","+0.24","13"
"00681R","元大美債20反1","1,000","17,120","17.12","17.12","17.12","17.12","-0.12","1"
"00682U","元大美元指數","21,000","404,070","19.23","19.25","19.23","19.25","-0.10","7"
"00683L","元大美元指數正2","98,000","1,857,610","19.00","19.04","18.93","18.93","-0.23","15"
"00684R","元大美元指數反1","56,000","1,078,640","19.25","19.31","19.22","19.24","+0.07","11"
"00685L","群益臺灣加權正2","22,000","283,510","12.82","13.00","12.78","13.00","+0.40","7"
"00686R","群益臺灣加權反1","165,000","1,336,220","8.13","8.13","8.07","8.08","-0.14","42"
"00688L","國泰20年美債正2","168,000","3,812,420","22.75","22.75","22.63","22.63","+0.24","14"
"00689R","國泰20年美債反1","103,000","1,805,560","17.52","17.53","17.51","17.53","-0.06","5"
"00690","兆豐藍籌30","259,000","5,490,290","21.00","21.23","21.00","21.22","+0.28","46"
"00691R","兆豐藍籌30反1","1,000","16,250","16.25","16.25","16.25","16.25","X0.00","1"
"00692","富邦公司治理","495,905","10,326,886","20.70","20.90","20.70","20.90","+0.29","188"
"00693U","華頓S&P黃豆","2,412,000","36,380,490","15.10","15.12","15.05","15.08","-0.23","436"
"00700","富邦恒生國企","111,000","2,241,570","20.29","20.29","19.92","20.20","+0.39","11"
"00701","國泰臺灣低波動30","130,381","2,894,263","22.18","22.25","22.16","22.22","+0.21","70"
"00702","國泰標普低波高息","10,000","213,360","21.25","21.37","21.25","21.36","+0.24","6"
"00703","台新MSCI中國","323,000","6,216,880","19.10","19.34","19.06","19.34","+0.33","81"
"00706L","元大S&P日圓正2","46,000","838,940","18.25","18.27","18.19","18.19","-0.11","12"
"00707R","元大S&P日圓反1","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00708L","元大S&P黃金正2","3,113,100","56,565,590","18.27","18.29","18.10","18.11","-0.11","527"
"00709","富邦歐洲","106,000","2,192,890","20.71","20.71","20.61","20.69","+0.22","7"
"00710B","FH彭博高收益債","943,000","19,771,480","20.95","20.98","20.92","20.98","+0.03","133"
"00711B","FH彭博新興債","165,000","3,550,420","21.48","21.54","21.48","21.54","+0.10","24"
"00712","FH富時不動產","227,000","4,170,120","18.35","18.40","18.35","18.40","+0.11","97"
"00713","元大台灣高息低波","18,000","547,640","30.44","30.45","30.36","30.45","+0.30","12"
"00714","群益道瓊美國地產","119,005","2,667,191","22.34","22.43","22.34","22.43","+0.49","13"
"00715L","華頓S&P布蘭特正2","121,000","2,490,090","20.43","20.86","20.43","20.86","+1.83","52"
"00716R","華頓S&P布蘭特反1","4,000","64,170","16.06","16.06","16.00","16.00","-0.70","3"
"00717","富邦美國特別股","226,200","4,518,190","19.98","19.98","19.96","19.98","+0.01","96"
"00728","第一金工業30","766,000","13,815,320","18.15","18.15","17.95","18.06","+0.13","51"
"00729R","第一金工業30反1","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00730","富邦臺灣優質高息","218,216","3,970,734","18.18","18.22","18.15","18.22","+0.16","52"
"00731","FH富時高息低波","96,000","4,722,480","49.02","49.40","49.02","49.32","+0.30","32"
"00732","國泰RMB短期報酬","100,000","3,989,000","39.89","39.89","39.89","39.89","-0.07","4"
"00733","富邦臺灣中小","242,000","3,966,950","16.21","16.50","16.21","16.50","+0.36","12"
"00735","國泰臺韓科技","117,000","2,002,860","17.08","17.16","17.00","17.16","+0.30","8"
"00736","國泰新興市場","353,000","6,929,040","19.41","19.66","19.41","19.66","+0.32","9"
"00737","國泰AI+Robo","946,623","20,849,291","22.02","22.08","21.93","22.08","+0.42","254"
"00738U","元大道瓊白銀","500,000","8,627,750","17.37","17.37","17.18","17.25"," 0.00","100"
"00739","元大MSCI A股","735,718","14,637,034","19.89","20.01","19.80","19.99","+0.22","183"
"00742","新光內需收益","4,000","84,490","21.09","21.15","21.09","21.15","+0.24","4"
"00743","國泰中國A150","261,026","5,169,912","20.01","20.02","19.72","19.89","+0.11","75"
"00752","中信中國50","576,000","12,587,790","21.63","22.02","21.62","22.01","+0.44","79"
"00753L","中信中國50正2","1,155,000","25,557,880","21.80","22.54","21.73","22.38","+0.89","417"
"00757","統一FANG+","1,186,000","22,670,860","18.61","19.18","18.61","19.12","+0.54","62"
"00762","元大全球AI","266,000","5,762,900","21.60","21.69","21.53","21.69","+0.47","102"
"00763U","國票道瓊銅","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00766L","台新MSCI中國正2","681,000","6,424,670","9.25","9.55","9.25","9.50","+0.34","171"
"00767","FH美國金融股","100,000","2,184,000","21.84","21.84","21.84","21.84","+0.18","2"
"00770","國泰北美科技","112,000","2,578,920","22.99","23.05","22.97","23.05","+0.65","8"
"00771","元大US高息特別股","487,000","9,957,880","20.40","20.49","20.40","20.49","+0.12","48"
"00774B","新光中國政金綠債","24,002,000","972,080,840","40.42","40.42","40.42","40.42","-0.06","4"
"00775B","新光投等債15+","1,000","42,920","42.92","42.92","42.92","42.92","+0.22","1"
"00776","新光ICE美國權值","3,000","64,010","21.31","21.35","21.31","21.35","+0.46","2"
"00783","富邦中証500","1,694,000","29,128,480","17.24","17.31","17.15","17.21","-0.01","161"
"008201","BP上證50","300","30,130","100.10","100.95","100.10","100.95","+0.95","3"
"00830","國泰費城半導體","1,715,350","23,302,542","13.45","13.66","13.45","13.66","+0.45","285"
"01001T","土銀富邦R1","1,000","15,000","15.00","15.00","15.00","15.00","+0.01","1"
"01002T","土銀國泰R1","93,000","1,400,230","15.01","15.06","15.01","15.06","+0.05","26"
"01003T","兆豐新光R1","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"01004T","土銀富邦R2","1,000","13,180","13.18","13.18","13.18","13.18"," 0.00","1"
"01007T","兆豐國泰R2","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"01009T","王道圓滿R1","28,000","254,600","9.06","9.12","9.06","9.12","X0.00","12"
"01010T","京城樂富R1","41,000","410,000","10.00","10.00","10.00","10.00"," 0.00","3"
"020000","富邦特選蘋果N","299,000","1,264,530","4.22","4.25","4.20","4.25","+0.07","37"
"020002","元富新中國N","50,000","662,050","13.07","13.35","13.07","13.33","+0.26","42"
"020004","兆豐電菁英30N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020005","永豐外資50N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020006","永昌中小300N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020007","凱基臺灣500N","2,000","38,210","19.10","19.11","19.10","19.11","X0.00","2"
"020008","元大特股高息N","92,000","917,130","9.95","9.98","9.95","9.98","+0.04","34"
"1101","台泥","23,947,432","1,047,570,394","43.50","43.95","43.30","43.85","+0.70","8,591"
"1101B","台泥乙特","2,007","105,064","52.50","52.50","52.50","52.50"," 0.00","6"
"1102","亞泥","6,276,958","287,568,913","45.85","46.00","45.60","45.90","+0.05","3,800"
"1103","嘉泥","497,097","8,363,569","16.80","16.90","16.75","16.80"," 0.00","189"
"1104","環泥","157,486","3,062,096","19.45","19.60","19.35","19.60","+0.15","81"
"1108","幸福","27,497","189,461","6.90","6.90","6.88","6.88","-0.01","25"
"1109","信大","2,961,476","56,336,631","18.45","19.30","18.20","19.30","+0.90","1,129"
"1110","東泥","16,004","258,964","16.15","16.20","16.15","16.20"," 0.00","7"
"1201","味全","6,981,471","209,819,292","29.40","30.30","29.40","30.30","+1.00","2,522"
"1203","味王","54,235","1,419,506","26.15","26.25","26.15","26.20","-0.10","27"
"1210","大成","2,733,209","107,640,462","39.10","39.60","39.00","39.55","+0.50","1,527"
"1215","卜蜂","2,424,281","157,029,964","65.00","65.30","64.00","65.00","+1.30","1,259"
"1216","統一","7,642,122","624,348,517","81.70","82.00","80.80","82.00","+0.80","3,340"
"1217","愛之味","537,935","3,839,345","7.11","7.18","7.11","7.12","+0.01","210"
"1218","泰山","3,967,751","87,048,950","21.50","22.15","21.50","22.05","+0.85","1,520"
"1219","福壽","15,343","276,384","18.05","18.05","18.00","18.00","-0.10","19"
"1220","台榮","44,300","491,159","11.20","11.20","11.05","11.10","-0.10","29"
"1225","福懋油","12,261","882,484","71.80","72.00","71.80","72.00","X0.00","12"
"1227","佳格","1,606,111","93,577,449","57.50","58.80","57.50","58.80","+1.40","1,128"
"1229","聯華","845,677","30,428,020","35.95","36.15","35.85","36.05","+0.15","614"
"1231","聯華食","103,231","4,590,464","44.10","44.65","44.10","44.60","+0.55","114"
"1232","大統益","59,582","6,826,299","113.50","115.00","113.50","115.00","+1.00","56"
"1233","天仁","49,371","1,912,255","38.60","38.85","38.60","38.75","+0.15","42"
"1234","黑松","43,672","1,427,637","32.80","32.80","32.50","32.55","-0.10","35"
"1235","興泰","21,157","592,511","28.45","28.45","27.85","28.05","-0.15","17"
"1236","宏亞","27,054","361,782","13.35","13.40","13.30","13.35","+0.10","20"
"1256","鮮活果汁-KY","83,098","15,168,032","182.50","184.00","181.00","182.50"," 0.00","72"
"1262","綠悅-KY","474,356","12,501,186","26.80","26.80","25.70","26.55","-0.50","308"
"1301","台塑","5,372,394","592,608,011","109.50","111.00","109.50","111.00","+1.00","2,185"
"1303","南亞","11,520,699","895,861,842","78.10","78.20","77.50","77.70","-0.80","3,206"
"1304","台聚","938,823","10,996,263","11.80","11.80","11.65","11.70","-0.10","385"
"1305","華夏","1,799,942","39,659,624","22.15","22.15","21.90","22.05","+0.20","860"
"1307","三芳","39,040","952,680","24.60","24.60","24.35","24.40","-0.10","32"
"1308","亞聚","346,383","4,748,741","13.80","13.80","13.65","13.75","+0.05","175"
"1309","台達化","925,840","9,500,967","10.35","10.35","10.20","10.25","-0.10","358"
"1310","台苯","897,039","21,598,883","24.25","24.25","24.00","24.10","-0.05","413"
"1312","國喬","3,488,308","69,898,938","20.15","20.15","19.95","20.10","+0.05","1,405"
"1312A","國喬特","25,000","842,400","33.70","33.70","33.60","33.60","-0.10","9"
"1313","聯成","1,224,336","13,593,046","11.15","11.20","11.05","11.05","-0.10","438"
"1314","中石化","4,651,883","52,286,063","11.30","11.30","11.20","11.25","+0.05","1,140"
"1315","達新","11,500","363,949","31.70","31.70","31.65","31.65","+0.10","8"
"1316","上曜","154,029","2,321,687","15.05","15.15","15.00","15.05"," 0.00","98"
"1319","東陽","1,335,564","55,531,074","42.15","42.40","41.15","41.35","-0.75","902"
"1321","大洋","237,000","6,659,050","28.20","28.20","28.05","28.05","-0.25","86"
"1323","永裕","95,261","3,228,674","34.05","34.05","33.80","34.00","+0.25","56"
"1324","地球","8,002","88,222","11.00","11.10","11.00","11.10","X0.00","9"
"1325","恆大","144,500","2,318,550","16.00","16.05","16.00","16.05"," 0.00","66"
"1326","台化","4,133,699","444,708,635","107.50","108.00","107.00","107.50"," 0.00","1,591"
"1337","再生-KY","222,497","1,492,563","6.77","6.77","6.68","6.70"," 0.00","95"
"1338","廣華-KY","105,009","6,668,778","63.70","64.20","63.00","63.50"," 0.00","90"
"1339","昭輝","19,060","684,008","35.70","36.05","35.70","35.80","+0.10","20"
"1340","勝悅-KY","151,426","2,752,900","18.20","18.25","18.10","18.20","+0.05","138"
"1341","富林-KY","6,004","322,932","53.50","54.10","53.50","54.10","+0.20","9"
"1402","遠東新","4,582,134","150,864,122","33.00","33.05","32.80","32.80","+0.05","1,783"
"1409","新纖","1,893,440","25,061,372","13.35","13.35","13.15","13.30","+0.05","481"
"1410","南染","81,081","2,226,051","27.40","27.70","27.35","27.40"," 0.00","56"
"1413","宏洲","156,373","1,919,461","12.30","12.40","12.15","12.20","-0.05","44"
"1414","東和","137,078","939,552","6.97","6.97","6.84","6.85","-0.04","40"
"1416","廣豐","83,504","1,287,282","15.50","15.55","15.30","15.45"," 0.00","65"
"1417","嘉裕","670,412","4,085,828","6.11","6.13","6.07","6.09","-0.01","184"
"1418","東華","1,037","8,170","7.88","7.88","7.88","7.88"," 0.00","4"
"1419","新紡","2,033","85,426","42.05","42.05","42.00","42.00","X0.00","3"
"1423","利華","138,900","1,437,417","10.30","10.35","10.30","10.35"," 0.00","22"
"1432","大魯閣","42,000","302,870","7.25","7.31","7.16","7.25","+0.03","24"
"1434","福懋","1,475,609","57,138,445","38.70","38.80","38.60","38.80","+0.15","1,210"
"1435","中福","9,094","48,877","5.44","5.44","5.31","5.38","+0.05","11"
"1436","華友聯","12,588","508,646","40.40","40.45","40.40","40.40","+0.05","9"
"1437","勤益控","121,179","2,506,445","20.80","20.85","20.60","20.60","-0.05","92"
"1438","裕豐","49,000","475,490","9.85","9.85","9.65","9.79","-0.01","10"
"1439","中和","148,268","4,640,328","31.10","31.60","30.80","31.45","+0.65","111"
"1440","南紡","783,079","9,512,353","12.20","12.20","12.10","12.10","-0.05","225"
"1441","大東","100,753","1,506,742","15.00","15.00","14.90","14.90"," 0.00","71"
"1442","名軒","116,988","1,950,252","16.80","16.80","16.60","16.60","-0.10","67"
"1443","立益","45,000","356,990","8.03","8.03","7.90","7.92","-0.08","12"
"1444","力麗","641,907","6,416,371","9.99","10.05","9.98","9.98","-0.01","238"
"1445","大宇","29,400","224,753","7.68","7.68","7.63","7.66","-0.02","16"
"1446","宏和","224,000","6,614,050","29.05","29.85","29.05","29.85","+0.70","114"
"1447","力鵬","591,262","4,424,533","7.50","7.50","7.46","7.47","-0.04","205"
"1449","佳和","14,008","62,764","4.47","4.49","4.47","4.48"," 0.00","7"
"1451","年興","100,237","2,792,848","27.85","27.90","27.85","27.90","+0.15","48"
"1452","宏益","160,182","3,321,315","20.75","20.80","20.70","20.70","-0.05","98"
"1453","大將","2,351","21,538","9.10","9.20","9.10","9.20","+0.05","6"
"1454","台富","22,261","175,593","7.94","7.94","7.81","7.92","-0.02","16"
"1455","集盛","361,000","3,197,130","8.80","8.90","8.80","8.90","+0.04","153"
"1456","怡華","7,669","68,874","8.88","9.11","8.88","9.11","-0.01","6"
"1457","宜進","721,371","10,663,370","14.75","14.85","14.70","14.80","+0.05","257"
"1459","聯發","99,594","745,788","7.50","7.51","7.45","7.48","-0.02","29"
"1460","宏遠","253,586","2,910,705","11.45","11.55","11.45","11.45","+0.05","133"
"1463","強盛","60,100","943,478","15.75","15.75","15.65","15.65"," 0.00","42"
"1464","得力","4,582,328","122,496,531","26.85","27.40","26.00","26.20","-0.20","2,337"
"1465","偉全","113,200","1,690,630","15.00","15.00","14.90","14.95","-0.05","43"
"1466","聚隆","17,001","154,589","9.09","9.11","9.00","9.00","-0.09","10"
"1467","南緯","123,000","1,134,450","9.24","9.24","9.16","9.22","-0.02","44"
"1468","昶和","34,000","343,040","10.25","10.25","9.96","9.96","-0.29","22"
"1470","大統新創","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"1471","首利","118,184","535,327","4.68","4.68","4.48","4.50","-0.01","38"
"1472","三洋紡","83,169","2,842,079","34.00","34.50","34.00","34.45","+0.55","35"
"1473","台南","1,158,777","34,107,428","28.20","29.95","28.20","29.95","+1.80","586"
"1474","弘裕","56,001","560,969","10.00","10.05","9.99","10.00","+0.01","28"
"1475","本盟","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"1476","儒鴻","2,885,988","1,151,236,224","412.50","415.50","395.00","395.00","-17.00","2,102"
"1477","聚陽","1,471,221","300,715,191","207.00","207.00","203.00","204.50","-1.50","1,056"
"1503","士電","165,524","7,630,004","46.05","46.45","45.75","46.30","+0.35","109"
"1504","東元","3,998,245","90,090,742","22.55","22.75","22.40","22.55","+0.10","1,268"
"1506","正道","172,005","3,140,190","18.35","18.35","18.00","18.00","-0.35","28"
"1507","永大","24,242","1,649,202","68.20","68.20","67.80","68.00","+0.20","28"
"1512","瑞利","20,192","110,155","5.40","5.50","5.40","5.50","+0.10","7"
"1513","中興電","732,879","15,425,659","20.95","21.20","20.90","21.15","+0.20","227"
"1514","亞力","811,401","13,784,326","17.10","17.15","16.90","17.00"," 0.00","354"
"1515","力山","4,231,478","349,924,011","80.20","83.40","80.20","83.40","+2.70","2,806"
"1516","川飛","22,314","340,238","15.25","15.35","15.05","15.35","+0.10","9"
"1517","利奇","70,026","675,310","9.68","9.69","9.62","9.65","-0.03","28"
"1519","華城","4,511,005","123,386,880","27.85","28.05","26.65","27.35","+0.35","2,215"
"1521","大億","16,320","1,015,432","62.00","62.60","62.00","62.60","+0.70","16"
"1522","堤維西","524,378","14,288,711","27.50","27.50","27.15","27.15","+0.05","233"
"1524","耿鼎","67,001","702,610","10.55","10.55","10.45","10.50","+0.05","36"
"1525","江申","53,500","2,969,000","55.30","56.00","55.30","55.60","+0.40","48"
"1526","日馳","696,447","20,824,165","29.85","30.30","29.55","29.60","+0.05","528"
"1527","鑽全","407,110","22,939,891","56.10","56.70","55.80","56.40","+0.80","278"
"1528","恩德","110,903","1,033,894","9.28","9.40","9.26","9.30","+0.03","38"
"1529","樂士","4,875","75,474","15.50","15.50","15.50","15.50"," 0.00","8"
"1530","亞崴","7,000","210,950","30.10","30.45","30.00","30.45","+0.35","7"
"1531","高林股","110,500","1,780,325","16.05","16.20","16.05","16.10","+0.05","47"
"1532","勤美","211,108","7,383,408","34.70","35.25","34.70","35.00","+0.30","134"
"1533","車王電","36,150","1,227,820","34.10","34.10","33.85","33.90","-0.05","24"
"1535","中宇","40,005","1,296,962","32.75","32.75","32.30","32.30","-0.20","31"
"1536","和大","1,119,867","101,395,960","92.00","92.10","89.80","90.20","-1.50","825"
"1537","廣隆","104,001","17,021,668","164.00","164.50","163.00","163.50"," 0.00","62"
"1538","正峰新","29,795","133,398","4.55","4.55","4.40","4.40","-0.15","22"
"1539","巨庭","12,000","285,450","23.85","23.90","23.70","23.75","+0.05","11"
"1540","喬福","764,301","17,435,762","22.50","23.35","22.50","22.95","+0.55","448"
"1541","錩泰","17,010","482,430","28.50","28.50","28.15","28.15","-0.20","14"
"1558","伸興","239,239","34,380,770","143.00","146.00","143.00","145.50"," 0.00","223"
"1560","中砂","63,414","3,759,090","59.50","59.50","59.10","59.30","+0.30","54"
"1568","倉佑","77,000","1,531,750","19.80","20.00","19.70","19.90","+0.10","47"
"1582","信錦","261,612","21,005,763","80.00","80.70","80.00","80.50","+0.50","222"
"1583","程泰","1,000","57,500","57.50","57.50","57.50","57.50","+0.20","1"
"1587","吉茂","90,625","1,685,081","18.65","18.70","18.55","18.60"," 0.00","47"
"1589","永冠-KY","1,110,100","66,299,139","59.60","60.50","58.90","60.20","+1.70","742"
"1590","亞德客-KY","1,676,671","530,009,870","312.00","320.00","312.00","318.00","+12.00","957"
"1592","英瑞-KY","286,000","6,377,250","22.15","22.55","22.10","22.10","-0.20","195"
"1598","岱宇","465,000","19,471,700","41.40","42.05","41.40","42.00","+0.75","302"
"1604","聲寶","1,229,278","21,198,760","17.25","17.35","17.20","17.25","+0.05","310"
"1605","華新","9,600,917","154,751,203","16.15","16.25","16.00","16.05","-0.10","2,008"
"1608","華榮","489,324","4,954,121","10.20","10.20","10.10","10.20","+0.15","178"
"1609","大亞","2,300,042","25,988,966","11.40","11.45","11.20","11.30","-0.05","679"
"1611","中電","188,011","1,768,323","9.35","9.47","9.35","9.41","-0.01","66"
"1612","宏泰","71,011","714,110","10.10","10.10","10.05","10.05"," 0.00","38"
"1614","三洋電","288,417","8,380,532","28.90","29.30","28.90","29.25","-0.05","153"
"1615","大山","26,000","447,250","17.30","17.30","17.15","17.30"," 0.00","17"
"1616","億泰","62,500","283,619","4.58","4.58","4.52","4.56"," 0.00","20"
"1617","榮星","122,010","1,631,132","13.70","13.75","13.25","13.30","-0.40","60"
